RC-5 Data Logger,,
User Information,RC-5 Data Logger,
Number,E189G04160,
Interval    ,0:15:0 H:M:S,
Delay Time,0.0 H,
Data Sum,29967,
Temperature Maximum,51.8°C,
Temperature Minimum,1.4°C,
Temperature Average,23.1°C,
Temperature Alarm Upper Limit,60.0°C,
Temperature Alarm Lower Limit,-30.0°C,
Start Time,2019-05-09 12:33:55,
End Time,2020-03-16 16:03:55,
Date Format,yyyy-MM-dd HH:mm:ss,
Temperature Unit,°C,
Number,Time,Temperature°C
4566,2019-06-26 01:48:55,5.3
4567,2019-06-26 02:03:55,5.2
4568,2019-06-26 02:18:55,5.2
4569,2019-06-26 02:33:55,5.1
4570,2019-06-26 02:48:55,5
4571,2019-06-26 03:03:55,4.9
4572,2019-06-26 03:18:55,4.7
4573,2019-06-26 03:33:55,4.6
4574,2019-06-26 03:48:55,4.5
4575,2019-06-26 04:03:55,4.5
4576,2019-06-26 04:18:55,4.4
4577,2019-06-26 04:33:55,4.2
4578,2019-06-26 04:48:55,4.2
4579,2019-06-26 05:03:55,4.1
4580,2019-06-26 05:18:55,4
4581,2019-06-26 05:33:55,4
4582,2019-06-26 05:48:55,4
4583,2019-06-26 06:03:55,4
4584,2019-06-26 06:18:55,4
4585,2019-06-26 06:33:55,3.9
4586,2019-06-26 06:48:55,3.9
4587,2019-06-26 07:03:55,4
4588,2019-06-26 07:18:55,4.1
4589,2019-06-26 07:33:55,4.2
4590,2019-06-26 07:48:55,4.2
4591,2019-06-26 08:03:55,4.4
4592,2019-06-26 08:18:55,4.7
4593,2019-06-26 08:33:55,5.3
4594,2019-06-26 08:48:55,6.5
4595,2019-06-26 09:03:55,7.2
4596,2019-06-26 09:18:55,7.5
4597,2019-06-26 09:33:55,8.6
4598,2019-06-26 09:48:55,9.6
4599,2019-06-26 10:03:55,9.8
4600,2019-06-26 10:18:55,10
4601,2019-06-26 10:33:55,10.8
4602,2019-06-26 10:48:55,10.6
4603,2019-06-26 11:03:55,10.4
4604,2019-06-26 11:18:55,10.2
4605,2019-06-26 11:33:55,10.1
4606,2019-06-26 11:48:55,10.2
4607,2019-06-26 12:03:55,14.2
4608,2019-06-26 12:18:55,18.4
4609,2019-06-26 12:33:55,18.7
4610,2019-06-26 12:48:55,19.2
4611,2019-06-26 13:03:55,19.7
4612,2019-06-26 13:18:55,20.1
4613,2019-06-26 13:33:55,20.9
4614,2019-06-26 13:48:55,20.5
4615,2019-06-26 14:03:55,20.8
4616,2019-06-26 14:18:55,21.8
4617,2019-06-26 14:33:55,22.8
4618,2019-06-26 14:48:55,22.7
4619,2019-06-26 15:03:55,22.9
4620,2019-06-26 15:18:55,22.9
4621,2019-06-26 15:33:55,22.6
4622,2019-06-26 15:48:55,22.9
4623,2019-06-26 16:03:55,22.9
4624,2019-06-26 16:18:55,21.9
4625,2019-06-26 16:33:55,22.4
4626,2019-06-26 16:48:55,22.2
4627,2019-06-26 17:03:55,22.2
4628,2019-06-26 17:18:55,21.9
4629,2019-06-26 17:33:55,21
4630,2019-06-26 17:48:55,21
4631,2019-06-26 18:03:55,20.6
4632,2019-06-26 18:18:55,20.4
4633,2019-06-26 18:33:55,20.5
4634,2019-06-26 18:48:55,20.4
4635,2019-06-26 19:03:55,20.1
4636,2019-06-26 19:18:55,19.8
4637,2019-06-26 19:33:55,19.7
4638,2019-06-26 19:48:55,19.7
4639,2019-06-26 20:03:55,19.5
4640,2019-06-26 20:18:55,19.2
4641,2019-06-26 20:33:55,19
4642,2019-06-26 20:48:55,19
4643,2019-06-26 21:03:55,18.7
4644,2019-06-26 21:18:55,18.6
4645,2019-06-26 21:33:55,18.6
4646,2019-06-26 21:48:55,18.5
4647,2019-06-26 22:03:55,18.4
4648,2019-06-26 22:18:55,18.5
4649,2019-06-26 22:33:55,18.2
4650,2019-06-26 22:48:55,18.3
4651,2019-06-26 23:03:55,18.4
4652,2019-06-26 23:18:55,18
4653,2019-06-26 23:33:55,18
4654,2019-06-26 23:48:55,17.9
4655,2019-06-27 00:03:55,17.9
4656,2019-06-27 00:18:55,17.5
4657,2019-06-27 00:33:55,17.4
4658,2019-06-27 00:48:55,17.4
4659,2019-06-27 01:03:55,17.3
4660,2019-06-27 01:18:55,17.3
4661,2019-06-27 01:33:55,17.4
4662,2019-06-27 01:48:55,17.3
4663,2019-06-27 02:03:55,17
4664,2019-06-27 02:18:55,17
4665,2019-06-27 02:33:55,16.9
4666,2019-06-27 02:48:55,16.8
4667,2019-06-27 03:03:55,16.5
4668,2019-06-27 03:18:55,16.4
4669,2019-06-27 03:33:55,16.3
4670,2019-06-27 03:48:55,16.3
4671,2019-06-27 04:03:55,16.2
4672,2019-06-27 04:18:55,16.4
4673,2019-06-27 04:33:55,16.6
4674,2019-06-27 04:48:55,16.4
4675,2019-06-27 05:03:55,16.4
4676,2019-06-27 05:18:55,16.2
4677,2019-06-27 05:33:55,16.2
4678,2019-06-27 05:48:55,16.2
4679,2019-06-27 06:03:55,16.1
4680,2019-06-27 06:18:55,16
4681,2019-06-27 06:33:55,16
4682,2019-06-27 06:48:55,16
4683,2019-06-27 07:03:55,15.9
4684,2019-06-27 07:18:55,15.9
4685,2019-06-27 07:33:55,15.9
4686,2019-06-27 07:48:55,15.7
4687,2019-06-27 08:03:55,15.9
4688,2019-06-27 08:18:55,15.7
4689,2019-06-27 08:33:55,16.2
4690,2019-06-27 08:48:55,16.4
4691,2019-06-27 09:03:55,16.7
4692,2019-06-27 09:18:55,17.1
4693,2019-06-27 09:33:55,17.5
4694,2019-06-27 09:48:55,18.4
4695,2019-06-27 10:03:55,18.1
4696,2019-06-27 10:18:55,18.8
4697,2019-06-27 10:33:55,19.6
4698,2019-06-27 10:48:55,19.3
4699,2019-06-27 11:03:55,20.5
4700,2019-06-27 11:18:55,21.3
4701,2019-06-27 11:33:55,21.5
4702,2019-06-27 11:48:55,21.5
4703,2019-06-27 12:03:55,19.6
4704,2019-06-27 12:18:55,16.4
4705,2019-06-27 12:33:55,15.6
4706,2019-06-27 12:48:55,16
4707,2019-06-27 13:03:55,16
4708,2019-06-27 13:18:55,16
4709,2019-06-27 13:33:55,15.9
4710,2019-06-27 13:48:55,16.2
4711,2019-06-27 14:03:55,15.5
4712,2019-06-27 14:18:55,15.8
4713,2019-06-27 14:33:55,16.3
4714,2019-06-27 14:48:55,16.4
4715,2019-06-27 15:03:55,16.9
4716,2019-06-27 15:18:55,17.4
4717,2019-06-27 15:33:55,17.4
4718,2019-06-27 15:48:55,16.9
4719,2019-06-27 16:03:55,16.8
4720,2019-06-27 16:18:55,16.4
4721,2019-06-27 16:33:55,16.2
4722,2019-06-27 16:48:55,16
4723,2019-06-27 17:03:55,15.7
4724,2019-06-27 17:18:55,15.4
4725,2019-06-27 17:33:55,14.8
4726,2019-06-27 17:48:55,13.9
4727,2019-06-27 18:03:55,13.1
4728,2019-06-27 18:18:55,12.7
4729,2019-06-27 18:33:55,12.5
4730,2019-06-27 18:48:55,12.2
4731,2019-06-27 19:03:55,12
4732,2019-06-27 19:18:55,11.9
4733,2019-06-27 19:33:55,11.8
4734,2019-06-27 19:48:55,11.8
4735,2019-06-27 20:03:55,12
4736,2019-06-27 20:18:55,12.2
4737,2019-06-27 20:33:55,12.2
4738,2019-06-27 20:48:55,12.3
4739,2019-06-27 21:03:55,12
4740,2019-06-27 21:18:55,11.8
4741,2019-06-27 21:33:55,11.8
4742,2019-06-27 21:48:55,11.7
4743,2019-06-27 22:03:55,11.6
4744,2019-06-27 22:18:55,11.4
4745,2019-06-27 22:33:55,11.4
4746,2019-06-27 22:48:55,11.5
4747,2019-06-27 23:03:55,11.3
4748,2019-06-27 23:18:55,11.4
4749,2019-06-27 23:33:55,11.2
4750,2019-06-27 23:48:55,11.2
4751,2019-06-28 00:03:55,11.1
4752,2019-06-28 00:18:55,10.9
4753,2019-06-28 00:33:55,10.8
4754,2019-06-28 00:48:55,10.7
4755,2019-06-28 01:03:55,10.8
4756,2019-06-28 01:18:55,11.1
4757,2019-06-28 01:33:55,11.2
4758,2019-06-28 01:48:55,11.4
4759,2019-06-28 02:03:55,11.6
4760,2019-06-28 02:18:55,11.8
4761,2019-06-28 02:33:55,12
4762,2019-06-28 02:48:55,12.3
4763,2019-06-28 03:03:55,12.3
4764,2019-06-28 03:18:55,12.1
4765,2019-06-28 03:33:55,12.2
4766,2019-06-28 03:48:55,12.2
4767,2019-06-28 04:03:55,12.3
4768,2019-06-28 04:18:55,12.4
4769,2019-06-28 04:33:55,12.5
4770,2019-06-28 04:48:55,12.6
4771,2019-06-28 05:03:55,12.7
4772,2019-06-28 05:18:55,12.9
4773,2019-06-28 05:33:55,13
4774,2019-06-28 05:48:55,13.1
4775,2019-06-28 06:03:55,13.1
4776,2019-06-28 06:18:55,13.1
4777,2019-06-28 06:33:55,13
4778,2019-06-28 06:48:55,13
4779,2019-06-28 07:03:55,13
4780,2019-06-28 07:18:55,13
4781,2019-06-28 07:33:55,13.1
4782,2019-06-28 07:48:55,13.1
4783,2019-06-28 08:03:55,13.2
4784,2019-06-28 08:18:55,13.3
4785,2019-06-28 08:33:55,13.4
4786,2019-06-28 08:48:55,13.4
4787,2019-06-28 09:03:55,13.6
4788,2019-06-28 09:18:55,13.9
4789,2019-06-28 09:33:55,14
4790,2019-06-28 09:48:55,14.2
4791,2019-06-28 10:03:55,14.2
4792,2019-06-28 10:18:55,14.2
4793,2019-06-28 10:33:55,14.2
4794,2019-06-28 10:48:55,14.5
4795,2019-06-28 11:03:55,14.7
4796,2019-06-28 11:18:55,14.8
4797,2019-06-28 11:33:55,15
4798,2019-06-28 11:48:55,14.9
4799,2019-06-28 12:03:55,15.4
4800,2019-06-28 12:18:55,15
4801,2019-06-28 12:33:55,15
4802,2019-06-28 12:48:55,15.3
4803,2019-06-28 13:03:55,15
4804,2019-06-28 13:18:55,15
4805,2019-06-28 13:33:55,14.8
4806,2019-06-28 13:48:55,14.9
4807,2019-06-28 14:03:55,14.9
4808,2019-06-28 14:18:55,14.8
4809,2019-06-28 14:33:55,14.8
4810,2019-06-28 14:48:55,14.8
4811,2019-06-28 15:03:55,14.7
4812,2019-06-28 15:18:55,14.6
4813,2019-06-28 15:33:55,14.4
4814,2019-06-28 15:48:55,14.3
4815,2019-06-28 16:03:55,14.3
4816,2019-06-28 16:18:55,14.2
4817,2019-06-28 16:33:55,14.1
4818,2019-06-28 16:48:55,14.1
4819,2019-06-28 17:03:55,14.1
4820,2019-06-28 17:18:55,14.1
4821,2019-06-28 17:33:55,14.1
4822,2019-06-28 17:48:55,14.1
4823,2019-06-28 18:03:55,14
4824,2019-06-28 18:18:55,14
4825,2019-06-28 18:33:55,14
4826,2019-06-28 18:48:55,14
4827,2019-06-28 19:03:55,14
4828,2019-06-28 19:18:55,14
4829,2019-06-28 19:33:55,13.9
4830,2019-06-28 19:48:55,13.9
4831,2019-06-28 20:03:55,13.9
4832,2019-06-28 20:18:55,13.8
4833,2019-06-28 20:33:55,13.8
4834,2019-06-28 20:48:55,13.7
4835,2019-06-28 21:03:55,13.7
4836,2019-06-28 21:18:55,13.7
4837,2019-06-28 21:33:55,13.7
4838,2019-06-28 21:48:55,13.6
4839,2019-06-28 22:03:55,13.5
4840,2019-06-28 22:18:55,13.5
4841,2019-06-28 22:33:55,13.4
4842,2019-06-28 22:48:55,13.4
4843,2019-06-28 23:03:55,13.3
4844,2019-06-28 23:18:55,13.3
4845,2019-06-28 23:33:55,13.2
4846,2019-06-28 23:48:55,13.2
4847,2019-06-29 00:03:55,13.1
4848,2019-06-29 00:18:55,13.1
4849,2019-06-29 00:33:55,13.1
4850,2019-06-29 00:48:55,13.1
4851,2019-06-29 01:03:55,13
4852,2019-06-29 01:18:55,13.1
4853,2019-06-29 01:33:55,13.1
4854,2019-06-29 01:48:55,13.1
4855,2019-06-29 02:03:55,13
4856,2019-06-29 02:18:55,13
4857,2019-06-29 02:33:55,13
4858,2019-06-29 02:48:55,13
4859,2019-06-29 03:03:55,12.9
4860,2019-06-29 03:18:55,13
4861,2019-06-29 03:33:55,13
4862,2019-06-29 03:48:55,13.1
4863,2019-06-29 04:03:55,13.2
4864,2019-06-29 04:18:55,13.2
4865,2019-06-29 04:33:55,13.2
4866,2019-06-29 04:48:55,13.2
4867,2019-06-29 05:03:55,13.2
4868,2019-06-29 05:18:55,13.2
4869,2019-06-29 05:33:55,13.2
4870,2019-06-29 05:48:55,13.2
4871,2019-06-29 06:03:55,13.2
4872,2019-06-29 06:18:55,13.1
4873,2019-06-29 06:33:55,13
4874,2019-06-29 06:48:55,13.1
4875,2019-06-29 07:03:55,13.1
4876,2019-06-29 07:18:55,13.2
4877,2019-06-29 07:33:55,13.2
4878,2019-06-29 07:48:55,13.3
4879,2019-06-29 08:03:55,13.3
4880,2019-06-29 08:18:55,13.3
4881,2019-06-29 08:33:55,13.3
4882,2019-06-29 08:48:55,13.2
4883,2019-06-29 09:03:55,13.1
4884,2019-06-29 09:18:55,13.1
4885,2019-06-29 09:33:55,13.3
4886,2019-06-29 09:48:55,13.6
4887,2019-06-29 10:03:55,13.8
4888,2019-06-29 10:18:55,14.1
4889,2019-06-29 10:33:55,14.2
4890,2019-06-29 10:48:55,14.2
4891,2019-06-29 11:03:55,14.2
4892,2019-06-29 11:18:55,14.2
4893,2019-06-29 11:33:55,14.2
4894,2019-06-29 11:48:55,14.2
4895,2019-06-29 12:03:55,18.7
4896,2019-06-29 12:18:55,21.6
4897,2019-06-29 12:33:55,15.7
4898,2019-06-29 12:48:55,14.4
4899,2019-06-29 13:03:55,14
4900,2019-06-29 13:18:55,16.9
4901,2019-06-29 13:33:55,20.3
4902,2019-06-29 13:48:55,20.5
4903,2019-06-29 14:03:55,21
4904,2019-06-29 14:18:55,20.8
4905,2019-06-29 14:33:55,20.9
4906,2019-06-29 14:48:55,20.5
4907,2019-06-29 15:03:55,20.7
4908,2019-06-29 15:18:55,20.2
4909,2019-06-29 15:33:55,20.3
4910,2019-06-29 15:48:55,20.6
4911,2019-06-29 16:03:55,20.6
4912,2019-06-29 16:18:55,20.6
4913,2019-06-29 16:33:55,20.6
4914,2019-06-29 16:48:55,20.7
4915,2019-06-29 17:03:55,20.6
4916,2019-06-29 17:18:55,20.6
4917,2019-06-29 17:33:55,21
4918,2019-06-29 17:48:55,20.6
4919,2019-06-29 18:03:55,20.7
4920,2019-06-29 18:18:55,20.7
4921,2019-06-29 18:33:55,20.6
4922,2019-06-29 18:48:55,20.7
4923,2019-06-29 19:03:55,20.4
4924,2019-06-29 19:18:55,20.6
4925,2019-06-29 19:33:55,20.6
4926,2019-06-29 19:48:55,20.4
4927,2019-06-29 20:03:55,20.5
4928,2019-06-29 20:18:55,20.3
4929,2019-06-29 20:33:55,19.8
4930,2019-06-29 20:48:55,19.7
4931,2019-06-29 21:03:55,19.6
4932,2019-06-29 21:18:55,19.6
4933,2019-06-29 21:33:55,19.2
4934,2019-06-29 21:48:55,19.2
4935,2019-06-29 22:03:55,19.2
4936,2019-06-29 22:18:55,19
4937,2019-06-29 22:33:55,19
4938,2019-06-29 22:48:55,18.8
4939,2019-06-29 23:03:55,18.9
4940,2019-06-29 23:18:55,18.8
4941,2019-06-29 23:33:55,18.5
4942,2019-06-29 23:48:55,18.1
4943,2019-06-30 00:03:55,18.3
4944,2019-06-30 00:18:55,18.2
4945,2019-06-30 00:33:55,18.4
4946,2019-06-30 00:48:55,18.2
4947,2019-06-30 01:03:55,18.2
4948,2019-06-30 01:18:55,18
4949,2019-06-30 01:33:55,17.8
4950,2019-06-30 01:48:55,17.6
4951,2019-06-30 02:03:55,17.5
4952,2019-06-30 02:18:55,17.8
4953,2019-06-30 02:33:55,17.4
4954,2019-06-30 02:48:55,17.2
4955,2019-06-30 03:03:55,17.4
4956,2019-06-30 03:18:55,17.1
4957,2019-06-30 03:33:55,17.3
4958,2019-06-30 03:48:55,17.3
4959,2019-06-30 04:03:55,17.1
4960,2019-06-30 04:18:55,17.1
4961,2019-06-30 04:33:55,17.1
4962,2019-06-30 04:48:55,17
4963,2019-06-30 05:03:55,17
4964,2019-06-30 05:18:55,17.3
4965,2019-06-30 05:33:55,17.4
4966,2019-06-30 05:48:55,17.3
4967,2019-06-30 06:03:55,17.2
4968,2019-06-30 06:18:55,17.2
4969,2019-06-30 06:33:55,17.2
4970,2019-06-30 06:48:55,16.7
4971,2019-06-30 07:03:55,16
4972,2019-06-30 07:18:55,16
4973,2019-06-30 07:33:55,16.4
4974,2019-06-30 07:48:55,16.7
4975,2019-06-30 08:03:55,16.8
4976,2019-06-30 08:18:55,17
4977,2019-06-30 08:33:55,17.2
4978,2019-06-30 08:48:55,17.1
4979,2019-06-30 09:03:55,17.1
4980,2019-06-30 09:18:55,17.2
4981,2019-06-30 09:33:55,16.7
4982,2019-06-30 09:48:55,17.4
4983,2019-06-30 10:03:55,17
4984,2019-06-30 10:18:55,16.5
4985,2019-06-30 10:33:55,17
4986,2019-06-30 10:48:55,17
4987,2019-06-30 11:03:55,16.8
4988,2019-06-30 11:18:55,16.7
4989,2019-06-30 11:33:55,16.7
4990,2019-06-30 11:48:55,16.9
4991,2019-06-30 12:03:55,15.7
4992,2019-06-30 12:18:55,12.3
4993,2019-06-30 12:33:55,11.4
4994,2019-06-30 12:48:55,11.3
4995,2019-06-30 13:03:55,12
4996,2019-06-30 13:18:55,12.2
4997,2019-06-30 13:33:55,11.7
4998,2019-06-30 13:48:55,11.4
4999,2019-06-30 14:03:55,11.2
5000,2019-06-30 14:18:55,11.1
5001,2019-06-30 14:33:55,10.9
5002,2019-06-30 14:48:55,10.9
5003,2019-06-30 15:03:55,10.9
5004,2019-06-30 15:18:55,11
5005,2019-06-30 15:33:55,11.2
5006,2019-06-30 15:48:55,11.2
5007,2019-06-30 16:03:55,11.2
5008,2019-06-30 16:18:55,11.2
5009,2019-06-30 16:33:55,11.3
5010,2019-06-30 16:48:55,11.2
5011,2019-06-30 17:03:55,11.1
5012,2019-06-30 17:18:55,10.9
5013,2019-06-30 17:33:55,10.7
5014,2019-06-30 17:48:55,10.5
5015,2019-06-30 18:03:55,10.2
5016,2019-06-30 18:18:55,9.8
5017,2019-06-30 18:33:55,9.7
5018,2019-06-30 18:48:55,9.5
5019,2019-06-30 19:03:55,9.4
5020,2019-06-30 19:18:55,9
5021,2019-06-30 19:33:55,8.5
5022,2019-06-30 19:48:55,8.3
5023,2019-06-30 20:03:55,8.2
5024,2019-06-30 20:18:55,8
5025,2019-06-30 20:33:55,7.7
5026,2019-06-30 20:48:55,7.5
5027,2019-06-30 21:03:55,7.5
5028,2019-06-30 21:18:55,7.3
5029,2019-06-30 21:33:55,7.1
5030,2019-06-30 21:48:55,6.8
5031,2019-06-30 22:03:55,6.6
5032,2019-06-30 22:18:55,6.5
5033,2019-06-30 22:33:55,6.4
5034,2019-06-30 22:48:55,6.4
5035,2019-06-30 23:03:55,6.4
5036,2019-06-30 23:18:55,6.3
5037,2019-06-30 23:33:55,6.1
5038,2019-06-30 23:48:55,6
5039,2019-07-01 00:03:55,5.9
5040,2019-07-01 00:18:55,6.1
5041,2019-07-01 00:33:55,6.2
5042,2019-07-01 00:48:55,6.1
5043,2019-07-01 01:03:55,5.9
5044,2019-07-01 01:18:55,5.6
5045,2019-07-01 01:33:55,5.5
5046,2019-07-01 01:48:55,5.5
5047,2019-07-01 02:03:55,5.4
5048,2019-07-01 02:18:55,5.3
5049,2019-07-01 02:33:55,5.3
5050,2019-07-01 02:48:55,5.2
5051,2019-07-01 03:03:55,4.9
5052,2019-07-01 03:18:55,4.6
5053,2019-07-01 03:33:55,4.4
5054,2019-07-01 03:48:55,4.2
5055,2019-07-01 04:03:55,4
5056,2019-07-01 04:18:55,3.8
5057,2019-07-01 04:33:55,3.5
5058,2019-07-01 04:48:55,3.3
5059,2019-07-01 05:03:55,3.1
5060,2019-07-01 05:18:55,2.8
5061,2019-07-01 05:33:55,2.7
5062,2019-07-01 05:48:55,2.6
5063,2019-07-01 06:03:55,2.5
5064,2019-07-01 06:18:55,2.3
5065,2019-07-01 06:33:55,2.2
5066,2019-07-01 06:48:55,2.1
5067,2019-07-01 07:03:55,2
5068,2019-07-01 07:18:55,1.9
5069,2019-07-01 07:33:55,2.1
5070,2019-07-01 07:48:55,2.1
5071,2019-07-01 08:03:55,2.1
5072,2019-07-01 08:18:55,2.4
5073,2019-07-01 08:33:55,3.3
5074,2019-07-01 08:48:55,4.3
5075,2019-07-01 09:03:55,5.3
5076,2019-07-01 09:18:55,6.3
5077,2019-07-01 09:33:55,7.1
5078,2019-07-01 09:48:55,7.8
5079,2019-07-01 10:03:55,10.4
5080,2019-07-01 10:18:55,16.6
5081,2019-07-01 10:33:55,18
5082,2019-07-01 10:48:55,18.8
5083,2019-07-01 11:03:55,18.9
5084,2019-07-01 11:18:55,19.3
5085,2019-07-01 11:33:55,20
5086,2019-07-01 11:48:55,20.2
5087,2019-07-01 12:03:55,20.4
5088,2019-07-01 12:18:55,21.1
5089,2019-07-01 12:33:55,20.9
5090,2019-07-01 12:48:55,21.4
5091,2019-07-01 13:03:55,21.7
5092,2019-07-01 13:18:55,21.5
5093,2019-07-01 13:33:55,21.2
5094,2019-07-01 13:48:55,21.5
5095,2019-07-01 14:03:55,21.9
5096,2019-07-01 14:18:55,21.7
5097,2019-07-01 14:33:55,21.6
5098,2019-07-01 14:48:55,22
5099,2019-07-01 15:03:55,22
5100,2019-07-01 15:18:55,22.2
5101,2019-07-01 15:33:55,22.2
5102,2019-07-01 15:48:55,21.7
5103,2019-07-01 16:03:55,22.4
5104,2019-07-01 16:18:55,22.2
5105,2019-07-01 16:33:55,22.4
5106,2019-07-01 16:48:55,22.2
5107,2019-07-01 17:03:55,22.3
5108,2019-07-01 17:18:55,22
5109,2019-07-01 17:33:55,21.2
5110,2019-07-01 17:48:55,20.9
5111,2019-07-01 18:03:55,20
5112,2019-07-01 18:18:55,19.8
5113,2019-07-01 18:33:55,19.4
5114,2019-07-01 18:48:55,19.1
5115,2019-07-01 19:03:55,18.7
5116,2019-07-01 19:18:55,18.1
5117,2019-07-01 19:33:55,17.9
5118,2019-07-01 19:48:55,18
5119,2019-07-01 20:03:55,17.4
5120,2019-07-01 20:18:55,17.3
5121,2019-07-01 20:33:55,17.1
5122,2019-07-01 20:48:55,17.2
5123,2019-07-01 21:03:55,17
5124,2019-07-01 21:18:55,16.7
5125,2019-07-01 21:33:55,16.9
5126,2019-07-01 21:48:55,16.7
5127,2019-07-01 22:03:55,16.7
5128,2019-07-01 22:18:55,16.4
5129,2019-07-01 22:33:55,16.2
5130,2019-07-01 22:48:55,16.3
5131,2019-07-01 23:03:55,16.6
5132,2019-07-01 23:18:55,16.7
5133,2019-07-01 23:33:55,16.7
5134,2019-07-01 23:48:55,16.7
5135,2019-07-02 00:03:55,16.8
5136,2019-07-02 00:18:55,16.7
5137,2019-07-02 00:33:55,16.4
5138,2019-07-02 00:48:55,16.6
5139,2019-07-02 01:03:55,16.3
5140,2019-07-02 01:18:55,16.5
5141,2019-07-02 01:33:55,16.4
5142,2019-07-02 01:48:55,16.5
5143,2019-07-02 02:03:55,16.7
5144,2019-07-02 02:18:55,16.6
5145,2019-07-02 02:33:55,16.5
5146,2019-07-02 02:48:55,16.7
5147,2019-07-02 03:03:55,16.6
5148,2019-07-02 03:18:55,16.5
5149,2019-07-02 03:33:55,16.5
5150,2019-07-02 03:48:55,16.4
5151,2019-07-02 04:03:55,16.3
5152,2019-07-02 04:18:55,16.2
5153,2019-07-02 04:33:55,16
5154,2019-07-02 04:48:55,16.4
5155,2019-07-02 05:03:55,16.6
5156,2019-07-02 05:18:55,16.7
5157,2019-07-02 05:33:55,16.5
5158,2019-07-02 05:48:55,17
5159,2019-07-02 06:03:55,17.3
5160,2019-07-02 06:18:55,17.4
5161,2019-07-02 06:33:55,17.1
5162,2019-07-02 06:48:55,17.3
5163,2019-07-02 07:03:55,16.7
5164,2019-07-02 07:18:55,17
5165,2019-07-02 07:33:55,17
5166,2019-07-02 07:48:55,17.1
5167,2019-07-02 08:03:55,17.7
5168,2019-07-02 08:18:55,17.8
5169,2019-07-02 08:33:55,18.1
5170,2019-07-02 08:48:55,18.3
5171,2019-07-02 09:03:55,18.3
5172,2019-07-02 09:18:55,18.7
5173,2019-07-02 09:33:55,18.7
5174,2019-07-02 09:48:55,18.5
5175,2019-07-02 10:03:55,17.7
5176,2019-07-02 10:18:55,12.7
5177,2019-07-02 10:33:55,12.7
5178,2019-07-02 10:48:55,12.9
5179,2019-07-02 11:03:55,13.2
5180,2019-07-02 11:18:55,13.3
5181,2019-07-02 11:33:55,13.2
5182,2019-07-02 11:48:55,13.2
5183,2019-07-02 12:03:55,13.6
5184,2019-07-02 12:18:55,13.9
5185,2019-07-02 12:33:55,13.7
5186,2019-07-02 12:48:55,20.8
5187,2019-07-02 13:03:55,22.7
5188,2019-07-02 13:18:55,23.5
5189,2019-07-02 13:33:55,23.5
5190,2019-07-02 13:48:55,23.7
5191,2019-07-02 14:03:55,23.6
5192,2019-07-02 14:18:55,23.8
5193,2019-07-02 14:33:55,23.7
5194,2019-07-02 14:48:55,23.5
5195,2019-07-02 15:03:55,23.6
5196,2019-07-02 15:18:55,24.7
5197,2019-07-02 15:33:55,25
5198,2019-07-02 15:48:55,25.8
5199,2019-07-02 16:03:55,25
5200,2019-07-02 16:18:55,24.7
5201,2019-07-02 16:33:55,24.5
5202,2019-07-02 16:48:55,24.2
5203,2019-07-02 17:03:55,24.6
5204,2019-07-02 17:18:55,23.7
5205,2019-07-02 17:33:55,23.4
5206,2019-07-02 17:48:55,23.3
5207,2019-07-02 18:03:55,23.3
5208,2019-07-02 18:18:55,23.2
5209,2019-07-02 18:33:55,23.2
5210,2019-07-02 18:48:55,22.7
5211,2019-07-02 19:03:55,22.6
5212,2019-07-02 19:18:55,22.2
5213,2019-07-02 19:33:55,21.4
5214,2019-07-02 19:48:55,21
5215,2019-07-02 20:03:55,20.8
5216,2019-07-02 20:18:55,20.7
5217,2019-07-02 20:33:55,20.3
5218,2019-07-02 20:48:55,20.2
5219,2019-07-02 21:03:55,19.6
5220,2019-07-02 21:18:55,19.4
5221,2019-07-02 21:33:55,19.3
5222,2019-07-02 21:48:55,19.1
5223,2019-07-02 22:03:55,18.9
5224,2019-07-02 22:18:55,18.6
5225,2019-07-02 22:33:55,18.4
5226,2019-07-02 22:48:55,18
5227,2019-07-02 23:03:55,17.9
5228,2019-07-02 23:18:55,17.5
5229,2019-07-02 23:33:55,17.3
5230,2019-07-02 23:48:55,17.1
5231,2019-07-03 00:03:55,16.8
5232,2019-07-03 00:18:55,16.7
5233,2019-07-03 00:33:55,16.5
5234,2019-07-03 00:48:55,16.4
5235,2019-07-03 01:03:55,16.2
5236,2019-07-03 01:18:55,16.1
5237,2019-07-03 01:33:55,16
5238,2019-07-03 01:48:55,15.9
5239,2019-07-03 02:03:55,16.1
5240,2019-07-03 02:18:55,16
5241,2019-07-03 02:33:55,15.9
5242,2019-07-03 02:48:55,15.8
5243,2019-07-03 03:03:55,15.8
5244,2019-07-03 03:18:55,15.6
5245,2019-07-03 03:33:55,15.4
5246,2019-07-03 03:48:55,15
5247,2019-07-03 04:03:55,14.9
5248,2019-07-03 04:18:55,14.9
5249,2019-07-03 04:33:55,14.9
5250,2019-07-03 04:48:55,14.7
5251,2019-07-03 05:03:55,14.6
5252,2019-07-03 05:18:55,14.3
5253,2019-07-03 05:33:55,14
5254,2019-07-03 05:48:55,14
5255,2019-07-03 06:03:55,14
5256,2019-07-03 06:18:55,14
5257,2019-07-03 06:33:55,13.9
5258,2019-07-03 06:48:55,13.7
5259,2019-07-03 07:03:55,13.6
5260,2019-07-03 07:18:55,13.5
5261,2019-07-03 07:33:55,13.3
